,#,Player,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,Pos,Height,Weight,Age
245,3,Facundo Campazzo,RMB,10,21.8,3.3,7.3,.452,1.4,4.0,.350,2.8,3.1,.903,2.3,1.4,0.1,2.3,2.4,4.6,2.3,0.0,10.8,PG,5-11,165,29
246,4,Vincent Poirier,RMB,4,23.1,4.8,8.2,.576,0.5,1.5,.333,0.8,1.2,.600,1.5,3.2,2.8,3.8,6.5,0.8,0.5,1.2,10.8,C,7-0,235,27
247,5,Fabien Causeur,RMB,25,20.8,3.5,7.1,.492,1.7,3.9,.443,1.6,2.0,.800,1.1,1.4,0.3,1.7,2.0,1.7,0.8,0.2,10.3,SG,6-3,198,33
248,6,Gabriel Deck,RMB,21,23.3,3.4,6.4,.533,0.7,2.1,.333,2.4,2.8,.862,1.2,1.6,0.7,3.2,4.0,1.5,0.6,0.0,10.0,F,6-6,210,26
249,7,Trey Thompkins,RMB,27,20.6,3.4,6.7,.514,1.3,3.0,.425,1.4,1.6,.860,0.7,1.6,0.5,2.8,3.3,1.4,0.9,0.3,9.5,PF,6-10,245,30
250,8,Sergio Llull,RMB,21,17.4,3.2,8.1,.394,1.6,4.6,.351,1.4,1.8,.784,1.3,1.3,0.0,1.3,1.3,2.1,0.4,0.0,9.4,PG,6-3,190,33
251,9,Nicolas Laprovittola,RMB,29,20.5,3.0,6.8,.449,1.8,4.3,.427,1.5,1.7,.860,1.5,1.9,0.2,2.3,2.5,3.8,0.4,0.0,9.4,PG,6-4,180,31
252,10,Alberto Abalde,RMB,30,19.3,2.3,5.2,.442,1.1,2.4,.438,1.5,1.8,.833,0.8,1.2,0.4,2.2,2.6,2.2,0.5,0.0,7.2,GF,6-7,215,25
253,11,Rudy Fernandez,RMB,19,13.7,2.3,5.2,.449,1.9,4.2,.450,0.6,1.0,.632,0.6,0.8,0.3,1.7,2.0,1.1,0.8,0.2,7.2,SG,6-6,185,35
254,12,Usman Garuba,RMB,34,18.8,2.1,4.7,.459,0.6,1.9,.318,0.6,0.9,.656,0.9,2.0,1.6,3.6,5.3,1.1,0.8,0.4,5.5,C,6-8,220,18
255,13,Alex Tyus,RMB,16,14.0,2.2,3.9,.571,0.0,0.0,.000,0.9,1.1,.882,0.6,1.6,1.3,1.3,2.6,0.2,0.1,0.2,5.4,F,6-8,220,33
256,14,Jeffery Taylor,RMB,26,16.1,1.8,3.6,.489,0.8,2.2,.386,0.9,1.3,.727,0.8,1.6,0.5,1.3,1.8,0.4,0.5,0.0,5.3,SF,6-7,225,31
257,15,Anthony Randolph,RMB,5,17.2,1.8,5.6,.321,1.0,3.0,.333,0.6,0.6,1.000,1.2,1.6,0.6,3.0,3.6,0.8,0.6,0.2,5.2,PF,6-11,225,31
258,16,Carlos Alocen,RMB,29,13.3,1.6,4.6,.348,0.6,2.3,.273,0.7,1.0,.700,1.3,0.9,0.2,1.4,1.7,1.9,0.3,0.0,4.5,PG,6-5,205,20
259,17,Tristan Vukcevic,RMB,13,9.9,1.1,2.5,.424,0.7,1.5,.474,0.9,1.3,.706,0.5,1.5,0.5,1.3,1.8,0.7,0.2,0.6,3.8,C,6-9,180,17
260,18,Felipe Reyes,RMB,11,7.0,0.6,2.0,.318,0.1,0.3,.333,0.5,0.6,.714,0.7,0.8,0.5,1.3,1.8,0.4,0.1,0.0,1.8,FC,6-9,265,40
261,1,John Jenkins,BBB,20,27.5,4.7,10.5,.443,2.8,6.8,.407,0.9,1.2,.760,1.5,2.1,0.4,1.4,1.8,1.4,0.8,0.1,13.0,SG,6-4,215,29
262,2,Jaylon Brown,BBB,33,26.2,4.1,9.8,.420,1.4,4.2,.338,2.8,3.3,.836,2.1,2.8,0.4,1.7,2.1,2.3,0.7,0.1,12.5,G,6-0,185,26
263,3,Ondrej Balvin,BBB,23,25.2,4.5,6.9,.658,0.0,0.0,.000,2.7,3.7,.733,2.2,2.3,3.2,5.3,8.5,1.4,0.4,1.3,11.8,C,7-1,215,28
264,4,Jonathan Rousselle,BBB,27,24.5,3.2,6.9,.468,1.3,3.6,.354,2.3,2.8,.827,2.2,3.1,0.3,1.6,1.9,4.2,0.9,0.0,10.0,PG,6-3,185,31
265,5,Arnoldas Kulboka,BBB,30,22.5,3.1,7.1,.435,1.9,4.5,.430,0.9,1.1,.794,1.0,1.1,1.0,2.7,3.8,0.5,0.5,0.2,9.0,SF,6-10,215,23
266,6,Jaroslaw Zyskowski,BBB,28,20.1,2.9,6.7,.436,0.8,2.2,.365,2.1,2.9,.732,1.1,2.1,0.5,1.6,2.1,0.5,0.5,0.0,8.8,SF,6-7,220,28
267,7,Ludde Hakanson,BBB,24,21.9,2.8,7.3,.383,1.2,3.4,.346,1.0,1.2,.821,2.0,1.9,0.4,1.6,2.0,3.1,0.7,0.2,7.7,PG,6-3,184,24
268,8,Regimantas Miniotas,BBB,22,19.8,3.0,5.5,.549,0.3,1.0,.318,1.0,1.3,.786,1.1,2.1,1.5,2.9,4.3,1.0,0.5,0.0,7.4,C,6-9,210,24
269,9,Alade Aminu,BBB,5,12.8,2.4,4.0,.600,0.0,0.0,.000,1.4,1.8,.778,0.6,1.4,1.2,0.6,1.8,0.2,0.2,0.0,6.2,C,6-10,225,33
270,10,Leonardo Tote,BBB,1,12.7,3.0,6.0,.500,0.0,0.0,.000,0.0,0.0,.000,2.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0,6.0,C,6-10,220,23
271,12,Ioannis Athinaiou,BBB,4,18.1,1.5,4.0,.375,1.0,3.2,.308,1.0,1.0,1.000,1.2,1.2,0.0,2.0,2.0,2.0,0.0,0.0,5.0,SG,6-5,198,32
272,13,Moses Kingsley,BBB,8,11.3,1.8,4.4,.400,0.4,1.1,.333,0.5,0.6,.800,1.0,1.2,1.1,1.2,2.4,0.2,0.1,0.6,4.4,PF,6-10,230,26
273,14,Quentin Serron,BBB,20,16.6,1.9,4.2,.452,0.5,1.6,.273,0.1,0.1,1.000,0.8,2.2,0.4,1.2,1.6,0.9,0.6,0.1,4.3,SG,6-2,205,31
274,15,Aaron Jones,BBB,8,19.7,1.6,3.9,.419,0.4,1.0,.375,0.5,0.8,.667,1.4,1.9,2.2,1.5,3.8,1.0,0.5,0.4,4.1,F,6-9,220,27
275,16,Alex Reyes,BBB,32,12.0,1.4,3.3,.425,0.7,2.0,.349,0.3,0.4,.846,0.6,1.1,0.4,1.2,1.6,0.4,0.5,0.0,3.8,SF,6-7,187,27
276,17,Felipe Dos Anjos,BBB,26,9.8,1.2,2.1,.556,0.0,0.0,.000,0.3,0.4,.727,1.0,1.9,1.0,2.1,3.1,0.3,0.4,0.5,2.6,C,7-2,230,22
277,18,Tomeu Rigo,BBB,4,9.0,0.8,2.0,.375,0.8,1.5,.500,0.0,0.0,.000,0.2,1.2,0.2,0.5,0.8,0.2,0.0,0.0,2.2,SG,6-3,176,23
278,20,Inigo Betolaza,BBB,3,5.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,.000,0.7,1.0,0.3,0.0,0.3,0.7,0.3,0.0,0.0,PG,6-1,-,20
279,21,Nahuel Garcia,BBB,1,1.5,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,6-2,-,19
280,1,Rokas Giedraitis,CAJ,34,30.0,4.6,9.7,.473,1.9,4.9,.389,2.4,2.9,.835,1.0,1.7,0.9,2.3,3.3,1.6,1.3,0.1,13.5,SG,6-6,179,28
281,2,Achille Polonara,CAJ,33,26.5,4.2,8.8,.479,1.4,4.1,.341,1.5,2.2,.685,1.2,1.8,1.6,3.8,5.5,1.9,1.1,0.5,11.3,PF,6-8,198,29
282,3,Luca Vildoza,CAJ,27,23.5,3.6,8.6,.420,1.6,4.5,.355,2.1,2.6,.829,2.3,1.4,0.3,1.4,1.7,3.7,1.6,0.1,10.9,PG,6-3,190,25
283,4,Alec Peters,CAJ,32,21.8,3.5,7.4,.471,1.4,3.7,.387,1.8,1.9,.919,1.2,2.0,1.0,2.9,3.9,1.2,0.5,0.3,10.2,F,6-9,225,25
284,5,Pierria Henry,CAJ,34,24.8,3.7,7.7,.479,0.8,1.9,.394,1.9,2.4,.815,2.4,1.9,0.4,2.3,2.6,5.3,1.5,0.2,10.1,G,6-5,197,28
285,6,Zoran Dragic,CAJ,31,18.0,3.0,6.0,.500,0.7,2.2,.304,1.9,2.8,.670,1.1,1.5,0.5,1.3,1.7,0.8,0.5,0.0,8.6,SG,6-5,200,31
286,7,Tonye Jekiri,CAJ,29,18.3,2.5,4.6,.537,0.0,0.0,.000,1.4,1.8,.755,1.5,1.8,1.0,3.4,4.4,1.3,0.9,0.4,6.3,C,7-0,227,26
287,8,Youssoupha Fall,CAJ,27,12.2,2.4,3.9,.613,0.0,0.0,.000,1.5,2.3,.645,1.3,1.7,1.5,2.4,3.9,0.4,0.1,0.7,6.3,C,7-3,271,26
288,9,Tadas Sedekerskis,CAJ,33,18.0,2.0,3.3,.591,0.3,0.8,.357,0.9,1.1,.811,0.5,0.6,1.2,2.9,4.1,0.9,0.7,0.3,5.2,SF,6-8,205,23
289,10,Ilimane Diop,CAJ,28,10.4,1.5,3.4,.436,0.5,1.3,.378,1.0,1.1,.844,0.4,1.9,0.5,1.2,1.8,0.5,0.2,0.4,4.4,C,6-11,216,25
290,11,Quim Colom,CAJ,3,13.0,0.7,3.7,.182,0.3,2.0,.167,0.7,2.0,.333,1.0,0.0,0.3,1.0,1.3,1.3,0.7,0.0,2.3,PG,6-2,194,32
291,11,Quim Colom,CAJ,3,13.0,0.7,3.7,.182,0.3,2.0,.167,0.7,2.0,.333,1.0,0.0,0.3,1.0,1.3,1.3,0.7,0.0,2.3,PG,6-2,194,32
292,12,Arturs Kurucs,CAJ,28,9.1,0.8,2.4,.318,0.4,1.5,.244,0.2,0.3,.625,0.8,1.2,0.2,0.2,0.4,0.6,0.2,0.0,2.0,SG,6-3,190,21
293,13,Sander Raieste,CAJ,20,7.5,0.7,1.4,.483,0.2,0.5,.400,0.1,0.2,.600,0.6,1.1,0.3,0.6,0.8,0.5,0.6,0.0,1.8,SF,6-8,210,21
294,14,Frantz Massenat,CAJ,2,6.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,.000,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,G,6-4,190,29
295,1,Conner Frankamp,MUR,23,25.8,5.8,13.5,.429,2.4,6.6,.371,2.1,2.4,.857,1.9,2.0,0.4,1.8,2.3,3.4,0.8,0.2,16.1,PG,6-1,169,25
296,2,Isaiah Taylor,MUR,10,26.4,5.4,12.4,.435,1.4,4.6,.304,1.3,1.5,.867,2.0,3.3,0.4,1.2,1.6,3.3,0.6,0.1,13.5,G,6-3,170,26
297,3,Jordan Davis,MUR,32,21.7,4.2,10.2,.416,0.4,1.8,.250,2.5,3.7,.664,2.2,2.5,0.6,1.2,1.8,2.2,1.1,0.2,11.4,PG,6-2,185,23
298,4,James Webb III,MUR,15,24.9,3.6,7.7,.466,1.5,3.7,.393,1.9,2.5,.763,1.0,2.8,2.1,4.3,6.3,1.0,0.9,0.2,10.6,F,6-9,202,27
299,5,Nemanja Radovic,MUR,34,20.4,4.1,7.9,.515,0.4,1.7,.259,1.4,2.3,.615,1.3,2.1,1.9,2.9,4.8,0.6,0.6,0.4,10.0,PF,6-8,215,29
300,6,David DiLeo,MUR,18,19.4,2.7,6.7,.408,2.1,5.4,.378,1.1,1.2,.905,0.6,2.1,0.2,1.6,1.7,0.4,0.8,0.2,8.6,SF,6-8,224,24
301,7,Tomas Bellas,MUR,27,22.2,2.4,5.4,.438,1.0,2.7,.384,1.6,2.0,.811,1.2,2.6,0.4,1.3,1.7,2.9,1.1,0.0,7.4,PG,6-1,198,33
302,7,Tomas Bellas,MUR,27,22.2,2.4,5.4,.438,1.0,2.7,.384,1.6,2.0,.811,1.2,2.6,0.4,1.3,1.7,2.9,1.1,0.0,7.4,PG,6-1,198,33
303,21,Tomas Bellas,MON,3,13.6,0.3,3.0,.111,0.0,1.0,.000,0.0,0.0,.000,1.3,1.0,0.0,0.7,0.7,1.0,0.3,0.0,0.7,PG,6-1,198,33
304,21,Tomas Bellas,MON,3,13.6,0.3,3.0,.111,0.0,1.0,.000,0.0,0.0,.000,1.3,1.0,0.0,0.7,0.7,1.0,0.3,0.0,0.7,PG,6-1,198,33
305,8,Augusto Lima,MUR,33,21.3,3.1,5.6,.549,0.0,0.1,.000,0.5,1.8,.295,1.7,2.8,3.0,4.1,7.2,1.9,1.0,0.9,6.7,PF,6-10,235,29
306,9,Peter Jok,MUR,22,16.0,2.5,5.4,.458,1.0,2.5,.426,0.6,0.7,.875,0.9,2.0,0.3,1.8,2.1,0.3,0.5,0.1,6.6,G,6-6,205,26
307,10,Emanuel Cate,MUR,34,16.9,2.5,4.3,.575,0.1,0.3,.364,1.4,1.6,.821,1.2,2.1,2.0,2.6,4.6,0.6,0.3,0.4,6.4,PF,6-9,225,23
308,11,D.J. Strawberry,MUR,27,18.1,2.2,6.7,.326,1.3,4.3,.293,0.6,1.1,.586,1.4,2.1,0.3,1.3,1.6,1.7,0.8,0.2,6.3,G,6-5,205,35
309,12,Sadiel Rojas,MUR,34,21.8,1.9,4.3,.429,0.6,1.9,.333,1.1,1.6,.722,1.2,3.0,1.6,2.6,4.2,0.8,0.9,0.1,5.5,GF,6-4,190,31
310,13,Kostas Vasiliadis,MUR,6,8.7,1.3,3.5,.381,1.2,3.2,.368,0.8,0.8,1.000,0.5,1.0,0.2,1.7,1.8,1.0,0.5,0.3,4.7,F,6-7,225,36
311,14,Caio De Souza Pacheco,MUR,3,14.7,1.0,4.0,.250,0.3,2.0,.167,0.7,1.0,.667,1.3,1.7,0.3,0.7,1.0,2.0,0.3,0.0,3.0,G,6-2,190,22
312,15,Marques Townes,MUR,19,9.1,0.7,2.2,.341,0.1,0.4,.250,0.1,0.3,.400,0.3,0.8,0.1,0.5,0.6,0.6,0.4,0.0,1.7,G,6-4,208,25
313,16,Rafa Luz,MUR,9,9.6,0.6,2.1,.263,0.1,1.2,.091,0.4,1.3,.333,0.9,1.2,0.1,1.6,1.7,0.7,0.9,0.0,1.7,PG,6-3,202,29
314,17,Ismael Corraliza,MUR,2,2.6,0.5,1.5,.333,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,GF,6-4,-,21
315,18,Rinalds Malmanis,MUR,11,5.3,0.1,0.8,.111,0.0,0.3,.000,0.2,0.2,1.000,0.2,0.5,0.3,0.6,0.9,0.4,0.1,0.0,0.4,PF,6-9,210,24
316,19,Alex Antetokounmpo,MUR,1,2.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6-7,190,19
317,20,Wilhelm Falk,MUR,1,0.1,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,6-7,220,17
318,21,Noah Sorensen,MUR,2,0.6,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG,6-4,-,18
319,1,Dario Brizuela,UNI,32,23.9,5.5,11.8,.464,1.8,4.9,.357,1.3,1.8,.768,1.7,1.9,0.2,1.4,1.6,3.1,1.0,0.1,14.0,SG,6-4,161,26
320,3,Axel Bouteille,UNI,30,20.4,4.1,9.3,.437,1.5,4.2,.368,0.9,1.1,.844,0.4,0.6,0.3,1.7,2.0,1.0,0.5,0.2,10.6,SF,6-6,180,25
321,4,Tim Abromaitis,UNI,34,21.3,3.0,5.9,.508,1.1,3.0,.382,1.4,1.7,.807,0.9,2.0,1.1,2.6,3.7,0.8,0.8,0.2,8.4,PF,6-8,236,31
322,5,Deon Thompson,UNI,34,19.5,3.4,7.1,.477,0.7,2.1,.343,0.7,1.0,.697,1.1,1.9,1.0,2.2,3.2,0.8,0.7,0.4,8.2,PF,6-8,250,32
323,6,Francis Alonso,UNI,34,17.4,2.5,5.5,.457,1.5,3.5,.425,1.5,1.8,.867,1.1,1.7,0.5,0.7,1.2,0.7,0.5,0.0,8.0,G,6-3,185,24
324,7,Adam Waczynski,UNI,34,18.8,2.7,5.6,.484,1.3,2.8,.468,1.1,1.4,.787,0.7,1.6,0.7,1.4,2.1,1.0,0.5,0.0,7.9,GF,6-6,210,31
325,8,Malcolm Thomas,UNI,12,19.9,2.7,4.7,.571,0.0,0.2,.000,1.4,1.7,.850,0.9,3.0,2.2,2.8,5.1,1.2,0.7,0.8,6.8,F,6-9,225,32
326,10,Alberto Diaz,UNI,27,23.9,2.2,5.7,.386,1.3,3.7,.360,0.8,1.0,.808,0.9,2.5,0.4,1.7,2.1,3.4,1.6,0.0,6.5,PG,6-2,187,26
327,11,Gal Mekel,UNI,9,16.5,2.4,5.4,.449,0.0,0.6,.000,1.1,1.6,.714,1.6,1.6,0.1,1.2,1.3,3.7,0.6,0.1,6.0,PG,6-3,202,32
328,12,Yannick Nzosa,UNI,23,12.5,1.9,3.0,.647,0.0,0.0,.000,0.5,0.7,.750,0.5,2.3,0.9,2.0,2.9,0.3,0.4,1.0,4.3,C,7-0,174,17
329,13,Volodymyr Herun,UNI,20,13.5,1.6,2.2,.705,0.0,0.0,.000,1.0,1.3,.769,0.6,1.8,1.1,2.1,3.2,0.5,0.3,0.2,4.1,C,6-10,250,26
330,14,Ruben Guerrero,UNI,34,14.3,1.7,2.5,.671,0.0,0.0,.000,0.4,0.6,.682,0.7,2.1,1.3,2.0,3.3,0.5,0.5,0.3,3.8,F,7-0,240,25
331,15,Carlos Suarez,UNI,12,11.1,1.0,2.2,.444,0.8,1.8,.429,0.8,0.8,.900,0.5,0.7,0.6,2.0,2.6,1.2,0.3,0.2,3.5,SF,6-8,233,34
332,16,Pablo Sanchez,UNI,6,3.7,0.2,1.2,.143,0.0,0.7,.000,0.2,0.3,.500,0.5,0.7,0.0,0.5,0.5,0.2,0.2,0.0,0.5,PG,6-4,174,18
333,1,Melo Trimble,MON,32,28.0,5.0,11.8,.426,1.9,5.8,.335,4.8,5.6,.866,3.1,2.5,0.2,2.1,2.3,3.3,1.4,0.1,16.8,G,6-3,195,26
334,2,Leonardo Meindl,MON,34,25.8,4.1,9.3,.445,0.6,2.4,.263,2.2,3.3,.670,1.8,2.8,2.1,3.8,5.8,1.6,1.5,0.1,11.1,SF,6-7,200,27
335,3,Robert Upshaw,MON,3,23.1,4.3,8.7,.500,0.0,0.3,.000,1.7,2.7,.625,1.7,2.0,1.3,3.3,4.7,1.3,1.3,1.3,10.3,C,7-0,250,27
336,4,Marc Garcia,MON,25,18.5,3.3,7.8,.428,1.3,3.3,.390,2.4,2.8,.843,1.2,1.4,0.6,1.4,2.1,0.7,0.6,0.1,10.3,GF,6-6,180,24
337,5,Obi Emegano,MON,33,24.2,3.7,9.1,.405,0.9,3.1,.294,1.5,2.1,.700,1.2,2.4,0.8,2.0,2.8,1.2,1.2,0.0,9.8,GF,6-3,215,27
338,6,Kyle Alexander,MON,22,22.0,3.7,6.2,.603,0.3,0.6,.462,1.6,2.4,.660,1.3,2.6,2.8,3.8,6.5,0.4,0.5,1.1,9.3,PF,6-10,216,24
339,7,Christian Eyenga,MON,34,24.1,3.6,7.9,.457,0.5,1.7,.271,1.3,2.3,.577,1.1,2.0,1.2,2.4,3.6,2.1,1.1,0.8,9.0,GF,6-7,210,31
340,8,Jovan Novak,MON,16,21.8,2.6,5.8,.452,1.4,3.8,.367,1.2,1.8,.655,1.8,1.7,0.3,1.6,1.9,3.6,0.6,0.0,7.8,G,6-3,187,26
341,10,"Kwan Cheatham, Jr.",MON,16,18.7,2.2,5.4,.414,1.4,3.4,.400,0.4,0.5,.875,0.5,1.7,0.6,2.2,2.8,0.4,0.6,0.2,6.3,F,6-10,235,25
342,11,Siim-Sander Vene,MON,12,21.2,2.2,5.8,.391,1.0,3.5,.286,0.5,0.7,.750,0.6,1.8,0.7,1.6,2.2,1.0,0.6,0.0,6.0,SF,6-7,207,30
343,12,Cheick Diallo,MON,4,13.1,2.5,4.0,.625,0.0,0.0,.000,0.2,0.5,.500,0.8,1.8,1.0,2.2,3.2,0.5,0.5,0.0,5.2,PF,6-9,220,24
344,13,Shevon Thompson,MON,11,12.8,2.0,3.0,.667,0.0,0.0,.000,1.0,1.4,.733,2.0,1.7,1.5,2.9,4.5,0.2,0.7,0.8,5.0,C,7-0,242,27
345,14,Vyacheslav Bobrov,MON,5,14.7,1.8,3.6,.500,0.2,0.4,.500,1.0,1.4,.714,0.4,2.2,1.0,1.0,2.0,1.2,0.6,0.2,4.8,SF,6-8,224,28
346,15,Alex Urtasun,MON,18,8.7,1.1,2.5,.444,0.5,1.3,.391,0.9,1.0,.944,0.4,0.6,0.2,0.4,0.6,0.9,0.2,0.0,3.7,G,6-4,187,36
347,16,Josh Sharma,MON,14,10.0,1.4,2.2,.613,0.0,0.1,.000,0.8,1.1,.688,1.0,2.7,1.1,1.2,2.3,0.3,0.0,1.0,3.5,C,7-0,230,24
348,17,Ziga Samar,MON,32,10.0,1.3,2.8,.451,0.2,1.0,.226,0.2,0.3,.667,1.2,1.9,0.3,1.0,1.2,1.6,0.4,0.0,3.0,PG,6-6,184,20
349,19,Bassala Bagayoko,MON,3,6.9,0.3,0.3,1.000,0.0,0.0,.000,0.7,0.7,1.000,0.0,0.7,0.3,1.3,1.7,0.0,0.0,0.7,1.3,-,6-8,-,14
350,20,Chema Gonzalez,MON,28,9.9,0.6,1.5,.390,0.0,0.0,.000,0.0,0.2,.000,0.6,2.0,1.4,0.9,2.4,0.5,0.5,0.3,1.1,FC,6-9,203,29
351,22,Osas Ehigitor,MON,7,7.8,0.0,0.6,.000,0.0,0.0,.000,0.0,0.0,.000,1.0,1.9,0.1,1.3,1.4,0.1,0.3,0.3,0.0,C,6-10,202,21
352,23,Rodijs Macoha,MON,1,0.7,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,6-7,200,18
353,24,Njegos Sikiras,MON,2,2.3,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,F,6-8,210,21
354,25,Juanjo Santana,MON,2,1.1,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6-9,-,19
355,1,Bojan Dubljevic,VAL,27,21.6,4.6,8.9,.519,1.2,2.7,.446,2.5,2.8,.882,2.2,1.6,2.2,3.5,5.7,3.0,0.9,0.2,13.0,FC,6-9,242,29
356,2,Klemen Prepelic,VAL,32,20.5,3.6,7.8,.458,1.6,4.6,.340,2.7,2.8,.955,1.7,2.0,0.3,1.5,1.8,2.7,0.7,0.0,11.4,SG,6-3,170,28
357,3,Mike Tobey,VAL,33,18.7,4.1,6.6,.624,0.8,1.9,.403,0.9,1.3,.714,1.0,1.8,1.3,3.3,4.6,0.9,0.4,0.4,9.9,C,7-0,260,26
358,4,Nikola Kalinic,VAL,33,22.9,3.4,6.2,.541,0.7,1.8,.390,2.2,2.7,.807,1.3,2.3,0.9,2.7,3.6,2.8,0.8,0.2,9.6,F,6-8,222,29
359,5,Louis Labeyrie,VAL,29,23.4,3.4,5.6,.621,1.1,2.2,.492,1.2,1.7,.714,0.8,0.7,1.2,3.8,5.0,0.6,0.6,0.4,9.2,PF,6-10,200,29
360,6,Vanja Marinkovic,VAL,11,17.7,2.9,7.1,.410,2.1,4.5,.469,0.5,0.7,.750,0.7,0.8,0.3,0.5,0.8,0.6,0.5,0.1,8.5,G,6-6,194,24
361,7,Sam Van Rossom,VAL,31,21.3,2.7,5.4,.506,1.5,3.2,.459,1.2,1.3,.925,1.5,1.3,0.1,1.3,1.4,3.6,0.7,0.1,8.1,PG,6-2,180,34
362,8,Martin Hermannsson,VAL,30,16.9,2.5,5.8,.431,0.8,2.1,.381,1.6,1.7,.923,1.4,2.2,0.3,1.1,1.4,2.8,0.6,0.0,7.4,G,6-3,170,26
363,9,Derrick Williams,VAL,31,17.0,2.5,5.2,.494,0.7,1.8,.404,1.2,1.8,.632,1.2,1.7,0.3,1.9,2.2,0.6,0.5,0.1,7.0,F,6-8,240,29
364,10,Joan Sastre,VAL,20,17.8,2.5,4.7,.538,1.1,2.4,.447,0.7,0.8,.824,1.0,1.1,0.3,1.0,1.3,1.9,0.7,0.3,6.8,SF,6-7,200,29
365,11,Fernando San Emeterio,VAL,27,15.4,2.0,4.5,.434,0.6,2.0,.296,0.9,1.2,.727,0.7,0.8,0.2,1.9,2.1,1.3,0.4,0.0,5.4,GF,6-6,232,37
366,12,Guillem Vives,VAL,25,19.5,1.8,4.7,.385,0.8,2.7,.309,0.4,0.5,.769,1.0,2.1,0.2,1.5,1.8,2.2,1.1,0.4,4.8,PG,6-3,172,27
367,13,Jaime Pradilla,VAL,25,8.7,1.2,2.2,.554,0.1,0.2,.500,0.4,0.6,.643,0.8,1.1,0.8,1.0,1.8,0.3,0.2,0.0,3.0,C,6-9,234,20
368,14,Josep Puerto,VAL,16,8.6,0.8,1.6,.462,0.6,0.9,.600,0.4,0.6,.778,0.2,0.7,0.2,0.8,1.0,0.2,0.1,0.1,2.5,G,6-6,198,21
369,15,Guillem Ferrando,VAL,2,3.0,0.0,1.0,.000,0.0,0.5,.000,1.0,1.0,1.000,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,PG,6-1,-,19
370,16,Millan Jimenez,VAL,2,0.6,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GF,6-6,200,18
