,#,Player,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,Pos,Height,Weight,Age
0,1,Jaime Echenique,GBC,16,22.1,5.4,9.9,.544,0.1,0.2,.667,2.9,3.7,.797,2.2,3.1,2.2,2.6,4.8,0.6,1.2,1.1,13.8,C,6-11,258,23
1,2,Dino Radoncic,GBC,34,28.0,4.0,8.9,.451,0.7,2.9,.255,2.2,2.9,.755,1.9,1.7,1.8,3.7,5.5,1.5,1.1,0.3,11.0,GF,6-8,225,22
2,3,Johnny Dee,GBC,34,20.5,3.4,8.7,.389,2.4,6.0,.395,1.4,1.6,.852,1.4,2.4,0.3,1.6,1.9,1.1,0.8,0.0,10.5,G,6-0,185,28
3,4,Viny Okouo,GBC,34,19.3,4.0,7.9,.507,0.0,0.1,.000,1.7,2.8,.600,2.1,2.5,1.8,3.7,5.5,0.3,0.6,0.3,9.7,C,7-1,240,23
4,5,Pere Tomas,GBC,32,25.5,2.9,7.1,.410,1.5,4.2,.351,0.8,1.0,.818,0.9,1.8,1.6,3.3,4.8,1.0,0.7,0.0,8.1,SF,6-6,198,31
5,6,Lucas Faggiano,GBC,34,24.2,2.9,7.0,.408,1.0,2.6,.367,1.0,1.4,.688,1.8,2.2,0.4,1.7,2.1,3.5,1.0,0.1,7.6,G,6-2,185,31
6,7,Jan Span,GBC,34,19.9,2.4,8.2,.291,1.1,4.9,.229,0.3,0.4,.643,1.3,1.4,0.3,0.8,1.1,1.7,0.6,0.0,6.1,PG,6-1,190,28
7,8,Mike Carlson,GBC,17,16.2,2.4,5.4,.435,0.8,2.8,.298,0.4,0.8,.538,0.6,2.1,0.8,1.5,2.3,0.6,0.5,0.2,5.9,PF,6-9,200,29
8,9,William Magarity,GBC,29,14.8,1.9,4.8,.386,0.8,2.6,.293,0.8,0.9,.846,0.6,1.4,0.7,1.7,2.3,0.5,0.3,0.3,5.2,FC,6-11,250,27
9,10,Brandone Francis,GBC,15,16.2,1.7,5.7,.302,0.7,2.5,.270,0.7,1.0,.733,1.5,1.9,0.3,0.7,1.1,0.4,0.7,0.1,4.9,GF,6-5,215,25
10,11,Xabi Oroz,GBC,31,18.8,1.3,2.9,.451,0.4,1.0,.433,0.2,0.5,.429,1.2,1.6,0.7,1.5,2.1,2.8,1.3,0.2,3.3,SG,6-3,183,25
11,12,Julen Olaizola,GBC,29,8.9,0.7,1.5,.465,0.1,0.3,.222,0.2,0.6,.278,0.6,2.0,1.0,0.8,1.8,0.3,0.3,0.1,1.6,FC,6-7,218,27
12,13,Mikel Motos,GBC,17,5.0,0.4,1.7,.241,0.1,0.5,.111,0.2,0.4,.667,0.4,0.8,0.3,0.8,1.1,0.4,0.1,0.1,1.1,SG,6-4,187,28
13,1,Nikola Mirotic,FCB,28,20.9,5.1,8.6,.600,1.8,3.7,.485,2.7,3.3,.806,1.6,1.5,1.0,4.1,5.0,0.8,0.9,0.5,14.8,F,6-10,250,30
14,2,Cory Higgins,FCB,23,21.3,3.4,7.2,.473,0.7,1.9,.395,2.6,2.9,.909,1.0,1.6,0.3,1.8,2.1,2.4,1.3,0.3,10.1,G,6-5,181,31
15,3,Brandon Davies,FCB,25,16.8,3.4,6.2,.555,0.0,0.2,.250,3.0,3.6,.831,1.5,2.4,1.4,2.4,3.8,1.3,0.6,0.4,9.9,PF,6-8,240,29
16,4,Pau Gasol,FCB,6,15.1,3.5,6.8,.512,0.2,0.5,.333,1.7,1.8,.909,1.0,1.2,0.7,3.3,4.0,1.3,0.2,0.7,8.8,FC,7-0,250,40
17,5,Kyle Kuric,FCB,30,17.4,2.9,5.6,.515,1.4,3.1,.441,1.6,1.7,.904,0.7,1.1,0.5,1.1,1.7,0.6,0.6,0.1,8.7,SG,6-4,195,31
18,6,Alex Abrines,FCB,29,20.7,2.9,5.6,.519,1.8,3.9,.465,1.1,1.2,.914,0.6,2.2,0.9,2.0,2.9,0.9,0.8,0.2,8.7,GF,6-6,190,27
19,7,Artem Pustovyi,FCB,21,14.5,3.0,4.8,.634,0.0,0.0,.000,1.7,2.4,.706,1.3,2.0,1.4,1.8,3.2,0.4,0.4,0.8,7.8,C,7-2,212,28
20,8,Nick Calathes,FCB,32,19.5,3.2,6.7,.472,0.8,2.1,.403,0.6,1.0,.576,1.8,2.3,0.6,2.4,2.9,5.3,1.1,0.1,7.8,PG,6-6,213,32
21,9,Pierre Oriola,FCB,34,15.9,2.7,4.5,.604,0.2,0.4,.500,0.9,1.5,.558,1.1,2.1,1.4,2.2,3.6,0.6,0.3,0.2,6.5,PF,6-8,235,28
22,10,Rolands Smits,FCB,32,15.8,2.3,4.6,.500,0.6,1.6,.373,1.3,1.7,.745,1.1,2.0,1.0,1.9,3.0,0.6,0.6,0.1,6.4,SF,6-10,235,25
23,11,Adam Hanga,FCB,31,16.1,2.2,3.7,.578,1.1,2.0,.541,0.8,1.2,.703,1.4,1.6,0.6,2.8,3.4,2.1,0.8,0.4,6.2,SF,6-7,200,31
24,12,Leandro Bolmaro,FCB,31,15.2,1.9,3.8,.508,0.7,1.5,.457,1.5,1.7,.885,1.2,1.5,0.4,1.0,1.4,1.8,0.8,0.2,6.0,SG,6-7,182,20
25,13,Thomas Heurtel,FCB,14,18.2,2.4,5.5,.429,0.6,1.9,.333,0.5,0.6,.778,1.8,0.9,0.1,1.6,1.6,4.6,0.9,0.0,5.9,G,6-2,180,31
26,14,Leo Westermann,FCB,15,15.2,1.4,3.9,.356,0.8,2.4,.333,0.3,0.4,.667,1.3,1.7,0.3,1.1,1.4,2.9,0.3,0.0,3.9,SF,6-6,197,28
27,15,Sergi Martinez,FCB,26,15.2,1.3,3.0,.429,0.3,1.0,.320,0.8,1.1,.786,0.5,1.4,0.5,2.4,3.0,0.7,0.5,0.2,3.7,F,6-7,220,21
28,16,Victor Claver,FCB,13,14.1,1.0,2.7,.371,0.5,1.7,.318,0.5,0.5,1.000,1.0,1.1,0.8,2.2,3.0,0.6,0.2,0.2,3.1,SF,6-10,235,32
29,17,Brancou Badio,FCB,7,10.4,1.1,3.4,.333,0.3,1.4,.200,0.4,0.4,1.000,0.4,0.7,0.4,0.4,0.9,0.4,0.4,0.1,3.0,PG,6-3,187,22
30,18,Ibou Badji,FCB,3,3.8,0.0,0.0,.000,0.0,0.0,.000,0.7,0.7,1.000,1.0,1.3,0.0,1.3,1.3,0.0,0.0,0.3,0.7,C,7-1,230,18
31,19,Michael Caicedo,FCB,1,3.3,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,6-6,-,17
32,1,Scott Eatherton,MAN,35,22.9,5.7,9.5,.599,0.6,1.3,.435,2.3,3.0,.755,1.4,3.2,2.2,3.7,5.9,1.5,0.6,0.3,14.3,F,6-8,234,29
33,2,Frankie Ferrari,MAN,11,20.6,4.4,10.9,.400,1.8,5.3,.345,1.3,1.4,.933,2.6,2.3,0.4,1.3,1.6,5.3,1.2,0.0,11.8,G,6-1,188,25
34,2,Frankie Ferrari,MAN,11,20.6,4.4,10.9,.400,1.8,5.3,.345,1.3,1.4,.933,2.6,2.3,0.4,1.3,1.6,5.3,1.2,0.0,11.8,G,6-1,188,25
35,2,Frankie Ferrari,MAN,11,20.6,4.4,10.9,.400,1.8,5.3,.345,1.3,1.4,.933,2.6,2.3,0.4,1.3,1.6,5.3,1.2,0.0,11.8,G,6-1,188,25
36,2,Frankie Ferrari,MAN,11,20.6,4.4,10.9,.400,1.8,5.3,.345,1.3,1.4,.933,2.6,2.3,0.4,1.3,1.6,5.3,1.2,0.0,11.8,G,6-1,188,25
37,9,Frankie Ferrari,GCN,12,19.0,2.8,7.4,.371,1.3,3.4,.390,0.8,1.0,.833,1.3,1.7,0.2,0.9,1.2,2.2,0.9,0.0,7.7,G,6-1,188,25
38,9,Frankie Ferrari,GCN,12,19.0,2.8,7.4,.371,1.3,3.4,.390,0.8,1.0,.833,1.3,1.7,0.2,0.9,1.2,2.2,0.9,0.0,7.7,G,6-1,188,25
39,9,Frankie Ferrari,GCN,12,19.0,2.8,7.4,.371,1.3,3.4,.390,0.8,1.0,.833,1.3,1.7,0.2,0.9,1.2,2.2,0.9,0.0,7.7,G,6-1,188,25
40,9,Frankie Ferrari,GCN,12,19.0,2.8,7.4,.371,1.3,3.4,.390,0.8,1.0,.833,1.3,1.7,0.2,0.9,1.2,2.2,0.9,0.0,7.7,G,6-1,188,25
41,9,Frankie Ferrari,UNI,6,16.0,2.3,5.3,.438,1.3,3.3,.400,0.7,0.7,1.000,1.5,1.7,0.2,1.2,1.3,1.8,0.7,0.0,6.7,G,6-1,188,25
42,9,Frankie Ferrari,UNI,6,16.0,2.3,5.3,.438,1.3,3.3,.400,0.7,0.7,1.000,1.5,1.7,0.2,1.2,1.3,1.8,0.7,0.0,6.7,G,6-1,188,25
43,9,Frankie Ferrari,UNI,6,16.0,2.3,5.3,.438,1.3,3.3,.400,0.7,0.7,1.000,1.5,1.7,0.2,1.2,1.3,1.8,0.7,0.0,6.7,G,6-1,188,25
44,9,Frankie Ferrari,UNI,6,16.0,2.3,5.3,.438,1.3,3.3,.400,0.7,0.7,1.000,1.5,1.7,0.2,1.2,1.3,1.8,0.7,0.0,6.7,G,6-1,188,25
45,3,Makai Mason,MAN,28,21.3,3.7,10.0,.373,1.4,4.8,.296,1.8,2.2,.836,1.8,2.5,0.2,0.9,1.1,2.2,0.5,0.1,10.7,G,6-1,185,25
46,4,Matt Janning,MAN,14,24.4,3.4,8.4,.407,2.5,6.2,.402,0.8,0.9,.846,1.0,1.4,0.3,2.0,2.3,2.1,0.5,0.1,10.1,GF,6-4,198,32
47,5,Dani Perez,MAN,24,24.2,2.7,7.9,.344,1.2,4.0,.299,1.2,1.5,.806,2.9,2.6,0.3,1.7,2.0,6.5,1.0,0.0,7.8,PG,6-0,188,31
48,6,Seth Hinrichs,MAN,35,24.8,3.3,5.6,.582,0.3,1.2,.293,1.0,1.5,.630,1.5,2.4,2.0,3.3,5.3,1.7,0.8,0.1,7.8,SG,6-8,223,27
49,7,Juan Vaulet,MAN,35,22.2,3.1,6.0,.519,0.4,1.3,.289,1.1,1.7,.661,1.0,2.5,1.3,2.7,3.9,1.0,0.6,0.4,7.7,F,6-6,200,24
50,8,Jonathan Tabu,MAN,22,16.0,2.0,6.5,.317,1.4,4.4,.320,1.9,2.1,.872,2.5,2.2,0.3,1.2,1.5,3.5,0.7,0.0,7.4,PG,6-0,194,35
51,9,Eulis Baez,MAN,25,17.8,2.1,4.4,.486,0.8,2.0,.373,1.5,2.1,.731,0.8,1.9,1.3,1.6,2.9,1.4,0.8,0.3,6.5,PF,6-7,225,38
52,10,Rafa Martinez,MAN,35,14.9,2.1,4.5,.465,1.3,2.9,.447,0.9,1.1,.821,0.9,1.4,0.2,1.1,1.3,1.0,0.5,0.0,6.5,SG,6-3,198,38
53,11,Martynas Sajus,MAN,29,11.3,2.4,3.8,.627,0.0,0.0,.000,1.7,2.1,.787,1.1,1.9,1.4,1.7,3.2,0.4,0.1,0.2,6.4,C,6-8,247,25
54,12,Yankuba Sima,MAN,33,9.5,2.3,3.9,.597,0.0,0.0,.000,1.2,2.1,.557,0.8,1.7,0.8,1.5,2.3,0.5,0.3,0.1,5.8,C,6-11,225,24
55,13,Guillem Jou,MAN,23,19.9,1.7,4.6,.377,0.9,3.1,.282,1.0,1.2,.786,0.7,1.0,1.3,2.7,4.0,0.9,0.7,0.2,5.3,SG,6-6,180,23
56,14,Daniel Garcia,MAN,13,13.9,1.5,3.7,.396,0.7,2.5,.281,0.2,0.4,.600,1.8,2.8,0.2,1.2,1.3,2.7,0.4,0.0,3.8,PG,6-1,176,23
57,15,Janari Joesaar,MAN,4,14.6,1.2,4.5,.278,0.8,3.8,.200,0.2,0.8,.333,0.2,1.0,0.2,2.0,2.2,0.2,0.8,0.2,3.5,F,6-6,208,27
58,16,Deividas Dulkys,MAN,11,14.9,0.7,3.8,.190,0.5,3.0,.182,0.4,0.4,1.000,0.3,1.6,0.6,1.7,2.4,0.5,0.8,0.0,2.4,GF,6-5,196,32
59,17,Marc Penarroya,MAN,2,7.4,0.0,2.5,.000,0.0,0.5,.000,0.5,1.0,.500,1.0,1.0,0.0,0.5,0.5,1.5,0.5,0.0,0.5,PG,5-11,178,18
60,1,Dylan Ennis,ZAR,34,29.4,5.8,11.7,.491,1.6,4.8,.335,3.0,4.0,.763,2.5,1.8,0.4,2.9,3.2,3.3,1.5,0.2,16.2,G,6-2,195,29
61,2,Elias Harris,ZAR,17,23.1,5.0,7.9,.630,0.2,0.5,.500,3.7,3.9,.940,1.4,2.3,1.0,3.4,4.4,1.5,0.6,0.2,13.9,SF,6-8,239,31
62,3,D.J. Seeley,ZAR,11,25.7,4.3,8.6,.495,1.7,4.1,.422,2.8,3.3,.861,3.0,1.7,0.7,1.5,2.3,1.7,0.5,0.1,13.1,G,6-4,195,31
63,4,Nicolas Brussino,ZAR,34,25.0,3.8,7.6,.500,1.6,3.8,.431,1.9,2.4,.825,2.3,2.9,0.6,3.1,3.7,2.8,1.2,0.1,11.2,G,6-8,195,27
64,5,Jake Wiley,ZAR,12,19.3,4.5,7.6,.593,0.0,0.1,.000,1.9,2.5,.767,0.8,2.3,1.2,2.5,3.8,1.2,0.6,0.6,10.9,F,6-8,220,26
65,5,Jake Wiley,ZAR,12,19.3,4.5,7.6,.593,0.0,0.1,.000,1.9,2.5,.767,0.8,2.3,1.2,2.5,3.8,1.2,0.6,0.6,10.9,F,6-8,220,26
66,4,Jake Wiley,GCN,11,22.3,4.2,8.3,.505,0.5,1.3,.357,1.0,1.6,.611,1.8,1.7,1.0,2.8,3.8,1.0,0.7,0.5,9.8,F,6-8,220,26
67,4,Jake Wiley,GCN,11,22.3,4.2,8.3,.505,0.5,1.3,.357,1.0,1.6,.611,1.8,1.7,1.0,2.8,3.8,1.0,0.7,0.5,9.8,F,6-8,220,26
68,6,Robin Benzing,ZAR,34,20.7,3.2,8.1,.390,1.5,4.4,.338,2.4,3.0,.802,1.0,2.1,0.4,2.1,2.5,0.7,0.8,0.4,10.2,SF,6-8,222,32
69,7,Jonathan Barreiro,ZAR,34,22.6,3.2,6.8,.466,1.2,3.3,.363,1.6,2.0,.779,1.0,1.6,1.4,2.9,4.3,1.0,0.4,0.2,9.1,SF,6-8,200,24
70,8,Jason Thompson,ZAR,17,18.2,3.4,6.1,.563,0.0,0.1,.000,1.4,2.7,.522,1.7,3.4,0.8,4.0,4.8,1.5,0.4,0.2,8.2,PF,6-11,250,34
71,9,T.J. Bray,ZAR,11,24.2,2.8,6.7,.419,1.5,4.0,.364,0.5,0.5,.833,1.6,2.7,0.7,2.0,2.7,2.2,1.1,0.0,7.5,G,6-5,207,28
72,10,Tryggvi Hlinason,ZAR,34,17.7,3.2,4.3,.740,0.0,0.0,.000,1.1,1.7,.610,1.1,2.2,1.6,3.4,5.0,0.7,0.4,1.1,7.4,C,7-1,260,23
73,11,Rasheed Sulaimon,ZAR,26,20.2,2.6,6.3,.406,1.0,2.7,.352,1.2,1.6,.780,1.2,2.2,0.3,1.7,1.9,2.1,0.5,0.1,7.3,SG,6-4,194,26
74,12,Luka Rupnik,ZAR,6,13.3,1.2,3.0,.389,0.8,1.7,.500,1.3,2.0,.667,1.2,1.3,0.3,1.2,1.5,2.7,0.3,0.0,4.5,PG,6-1,157,27
75,13,Rodrigo San Miguel,ZAR,23,21.6,1.5,3.7,.405,0.9,2.6,.350,0.3,0.7,.375,1.4,2.3,0.3,2.5,2.9,3.7,0.9,0.0,4.1,PG,6-3,194,36
76,14,Sagaba Konate,ZAR,6,4.5,0.7,1.3,.500,0.0,0.2,.000,1.0,1.5,.667,0.5,1.0,0.5,0.3,0.8,0.2,0.0,0.2,2.3,PF,6-7,260,23
77,15,Javi Garcia,ZAR,24,8.7,0.8,2.0,.367,0.4,1.2,.333,0.4,0.5,.833,0.4,1.7,0.2,0.5,0.7,0.8,0.2,0.0,2.3,SG,6-3,-,19
78,16,Aleix Font,ZAR,8,4.6,0.8,1.8,.429,0.4,0.5,.750,0.1,0.1,1.000,0.1,1.1,0.5,0.1,0.6,0.0,0.1,0.0,2.0,SG,6-4,188,22
79,17,Javier Justiz,ZAR,12,7.2,0.8,2.2,.333,0.0,0.1,.000,0.2,0.2,1.000,0.8,1.0,0.2,1.0,1.2,0.3,0.2,0.2,1.8,C,6-9,210,28
80,18,Gustav Knudsen,ZAR,2,2.3,0.5,1.5,.333,0.0,0.0,.000,0.0,0.0,.000,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,G,6-8,-,17
81,19,Jaime Fernandez,ZAR,6,3.2,0.2,0.5,.333,0.0,0.2,.000,0.2,0.5,.333,0.5,1.0,0.0,0.3,0.3,0.2,0.3,0.0,0.5,C,6-8,209,20
82,19,Jaime Fernandez,ZAR,6,3.2,0.2,0.5,.333,0.0,0.2,.000,0.2,0.5,.333,0.5,1.0,0.0,0.3,0.3,0.2,0.3,0.0,0.5,PG,6-2,178,27
83,2,Jaime Fernandez,UNI,25,22.0,3.6,8.3,.440,1.1,3.0,.373,2.2,2.8,.786,2.0,2.4,0.2,1.4,1.6,4.0,1.0,0.1,10.6,C,6-8,209,20
84,2,Jaime Fernandez,UNI,25,22.0,3.6,8.3,.440,1.1,3.0,.373,2.2,2.8,.786,2.0,2.4,0.2,1.4,1.6,4.0,1.0,0.1,10.6,PG,6-2,178,27
85,20,Vit Krejci,ZAR,2,5.9,0.0,1.0,.000,0.0,0.5,.000,0.0,0.0,.000,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,PG,6-8,195,20
86,1,Xabier Lopez-Arostegui,JOV,24,25.4,4.0,8.2,.487,1.7,4.0,.412,3.9,4.0,.969,1.3,2.0,1.1,4.0,5.2,0.6,1.2,0.0,13.6,GF,6-7,215,23
87,2,Ante Tomic,JOV,34,23.0,5.2,9.6,.545,0.0,0.1,.200,2.6,3.5,.750,2.1,1.6,2.4,3.8,6.1,2.1,0.6,0.1,13.1,C,7-1,225,34
88,3,Nenad Dimitrijevic,JOV,31,20.3,4.0,8.8,.454,0.8,2.8,.273,1.7,2.3,.743,2.5,2.0,0.3,1.2,1.5,3.5,0.6,0.1,10.5,PG,6-1,174,23
89,3,Nenad Dimitrijevic,JOV,31,20.3,4.0,8.8,.454,0.8,2.8,.273,1.7,2.3,.743,2.5,2.0,0.3,1.2,1.5,3.5,0.6,0.1,10.5,PG,6-1,174,23
90,4,Pau Ribas,JOV,28,23.7,3.5,8.2,.432,2.0,4.5,.437,1.4,1.6,.848,1.9,1.5,0.4,1.2,1.6,4.0,0.6,0.1,10.4,SG,6-3,165,33
91,5,Vladimir Brodziansky,JOV,34,19.9,3.1,5.8,.536,1.0,2.3,.443,2.7,3.4,.778,1.0,1.8,0.7,2.4,3.1,0.8,0.2,0.8,9.9,PF,6-11,230,26
92,6,Ferran Bassas,JOV,34,24.4,3.2,6.9,.462,1.7,4.1,.407,1.2,1.4,.891,2.7,2.4,0.5,1.6,2.2,4.8,0.9,0.0,9.2,PG,6-0,188,28
93,7,Conor Morgan,JOV,31,19.0,2.4,5.4,.449,1.1,2.6,.402,1.0,1.3,.795,1.0,2.7,0.7,2.5,3.2,0.7,0.4,0.3,6.9,FC,6-9,220,26
94,8,Simon Birgander,JOV,34,14.3,2.6,3.6,.726,0.0,0.0,.000,0.9,1.1,.795,0.6,2.2,1.2,2.2,3.4,0.6,0.4,0.6,6.2,FC,6-11,208,23
95,9,Albert Ventura,JOV,32,23.8,2.1,4.0,.516,1.2,2.6,.482,0.8,1.1,.694,0.8,2.2,0.9,1.8,2.7,1.2,1.3,0.1,6.2,SG,6-5,180,28
96,10,Demetrius Jackson,JOV,2,12.5,1.0,3.0,.333,1.0,1.5,.667,2.5,3.0,.833,2.0,2.0,0.0,0.5,0.5,0.0,0.0,0.0,5.5,G,6-1,200,26
97,11,Joel Parra,JOV,34,13.5,1.5,2.9,.500,0.4,1.0,.412,0.6,0.8,.815,0.4,1.3,0.9,1.9,2.9,0.3,0.4,0.1,4.0,F,6-8,210,20
98,12,Shawn Dawson,JOV,21,10.1,1.3,3.7,.359,0.4,1.7,.229,0.4,0.6,.615,0.9,1.7,0.3,1.5,1.8,0.6,0.4,0.2,3.4,F,6-6,205,27
99,13,Zsombor Maronka,JOV,2,3.0,1.0,1.0,1.000,0.0,0.0,.000,0.0,0.0,.000,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PF,6-10,196,18
100,14,Arturs Zagars,JOV,12,4.8,0.6,1.7,.350,0.2,0.8,.300,0.4,0.5,.833,0.4,1.2,0.2,0.2,0.4,0.8,0.2,0.0,1.8,PG,6-3,172,20
101,15,Arnau Parrado,JOV,9,3.3,0.6,1.2,.455,0.1,0.3,.333,0.2,0.6,.400,0.1,0.9,0.1,0.8,0.9,0.1,0.1,0.0,1.4,C,6-9,220,20
102,16,Roger Marti,JOV,1,1.7,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG,5-11,162,19
103,17,Yannick Kraag,JOV,2,1.2,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,6-7,178,18
104,18,Miguel Montesdeoca,JOV,1,2.5,0.0,2.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,F,6-7,-,17
105,1,James Feldeine,BETIS,34,26.9,5.4,12.9,.423,2.0,5.8,.340,2.0,2.5,.802,1.8,1.6,0.5,1.8,2.3,2.5,1.2,0.2,14.9,SG,6-4,190,32
106,2,Youssoupha Ndoye,BETIS,34,21.0,3.7,6.5,.563,0.0,0.1,.000,4.2,6.3,.671,2.0,2.5,2.1,3.1,5.1,0.5,0.8,0.7,11.6,C,7-0,250,29
107,3,Yakuba Ouattara,BETIS,28,22.3,3.5,8.2,.432,1.1,3.5,.316,0.9,1.1,.833,0.8,1.4,1.7,2.5,4.2,0.5,0.9,0.0,9.1,SG,6-4,220,29
108,4,Dzherom Rendl,BETIS,20,16.6,3.4,7.8,.439,0.9,2.7,.333,1.4,1.6,.844,2.3,1.8,0.1,1.0,1.1,2.2,0.5,0.0,9.1,G,5-10,172,33
109,5,T.J. Campbell,BETIS,34,23.8,2.8,6.8,.417,1.4,4.1,.345,1.8,2.1,.845,2.0,2.7,0.4,1.4,1.8,3.4,1.1,0.0,8.8,G,5-9,190,33
110,6,Nicholas Kay,BETIS,34,27.2,3.2,6.6,.482,0.5,1.8,.290,1.1,1.4,.830,0.7,1.6,2.2,3.4,5.7,1.2,1.0,0.3,8.1,F,6-9,230,28
111,7,Ryan Harrow,BETIS,7,14.2,3.3,6.4,.511,0.4,1.3,.333,1.0,1.1,.875,1.0,1.6,0.3,0.7,1.0,1.9,1.0,0.0,8.0,G,6-2,160,29
112,8,Jerome Jordan,BETIS,20,15.6,2.1,4.5,.483,0.0,0.0,.000,1.5,2.1,.714,1.1,1.9,1.2,2.7,3.9,0.8,0.5,0.6,5.8,C,7-0,253,34
113,9,Tobias Borg,BETIS,33,17.5,1.9,4.6,.412,0.8,2.1,.357,1.0,1.2,.868,0.9,2.0,0.5,1.1,1.6,1.2,0.6,0.1,5.6,PG,6-0,162,27
114,10,Mamadou Niang,BETIS,13,13.4,1.8,2.8,.649,0.0,0.1,.000,0.5,1.5,.350,0.8,1.5,1.1,2.2,3.3,0.5,0.2,0.3,4.2,C,6-10,235,27
